,epoch,decoder_0,sindy_x_0,reg_0,corr_0,sindy_z_0,active_coeffs_0,decoder_1,sindy_x_1,reg_1,corr_1,sindy_z_1,active_coeffs_1,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
70,3501,0.0004890725831501186,0.00025723138242028654,1.545797749713529e-05,-1.9477092791930772e-06,0.0,20,0.00014874168846290559,0.00010889276745729148,2.4163548005162738e-05,-3.750158384718816e-06,0.0,32,0.0003189071358065121,0.000183062074938789,1.9810762751149014e-05,0.0,26.0
71,3551,0.00048074289225041866,0.00025620972155593336,1.541876008559484e-05,-1.9445487851044163e-06,0.0,20,0.0001864396035671234,0.00010826042125700042,2.4192329874495044e-05,-3.729577883859747e-06,0.0,32,0.00033359124790877104,0.00018223507140646689,1.9805544980044942e-05,0.0,26.0
72,3601,0.0005209051305428147,0.00025660183746367693,1.5381843695649877e-05,-1.940601123351371e-06,0.0,20,0.0002001585380639881,0.00010448478133184835,2.4217748432420194e-05,-3.709028533194214e-06,0.0,32,0.0003605318343034014,0.00018054330939776264,1.9799796064035036e-05,0.0,26.0
73,3651,0.0004929041024297476,0.0002551754587329924,1.534357033960987e-05,-1.9381370748305926e-06,0.0,20,0.0002264711365569383,0.00010218519310001284,2.4241659048129804e-05,-3.68883252122032e-06,0.0,32,0.00035968761949334294,0.00017868032591650262,1.9792614693869837e-05,0.0,26.0
74,3701,0.0004888788680545986,0.0002541735884733498,1.53038290591212e-05,-1.9365579646546394e-06,0.0,20,0.00016651651822030544,0.00010391003161203116,2.426364335406106e-05,-3.668470526463352e-06,0.0,32,0.000327697693137452,0.00017904181004269049,1.978373620659113e-05,0.0,26.0
75,3751,0.00046541879419237375,0.00025422629551030695,1.526610867585987e-05,-1.9359256384632317e-06,0.0,20,0.00018251406436320394,0.00010118929640157148,2.428542575216852e-05,-3.648289975899388e-06,0.0,32,0.00032396642927778885,0.00017770779595593922,1.9775767214014195e-05,0.0,26.0
76,3801,0.0004707692423835397,0.0002533934311941266,1.5223525224428158e-05,-1.937062052093097e-06,0.0,20,0.00015527124924119562,9.969959501177073e-05,2.4306218620040454e-05,-3.6283518056734465e-06,0.0,32,0.00031302024581236765,0.00017654651310294867,1.9764871922234306e-05,0.0,26.0
77,3851,0.0004765228950418532,0.00025287881726399064,1.518456974736182e-05,-1.9368253560969606e-06,0.0,20,0.00019707443425431848,9.59636818151921e-05,2.4326278435182758e-05,-3.6093902053835336e-06,0.0,32,0.00033679866464808583,0.00017442124953959137,1.975542409127229e-05,0.0,26.0
78,3901,0.0004714753886219114,0.0002636662684381008,1.5144470125960652e-05,-1.9376409454707755e-06,0.0,19,0.0001545335544506088,9.654944733483717e-05,2.4345536075998098e-05,-3.5911532449972583e-06,0.0,32,0.0003130044715362601,0.000180107857886469,1.9745003100979375e-05,0.0,25.5
79,3951,0.00047221442218869925,0.0002541453286539763,1.5086769963090774e-05,-1.9081167010881472e-06,0.0,19,0.0001430401171091944,9.359075920656323e-05,2.437030525470618e-05,-3.573105004761601e-06,0.0,32,0.0003076272696489468,0.00017386804393026978,1.9728537608898478e-05,0.0,25.5
80,4001,0.0004677779506891966,0.00025243760319426656,1.505039199400926e-05,-1.8984997041116003e-06,0.0,19,0.00014201400335878134,9.250616130884737e-05,2.4393955754931085e-05,-3.555645434971666e-06,0.0,32,0.00030489597702398896,0.00017247188225155696,1.9722173874470172e-05,0.0,25.5
81,4051,0.00048151769442483783,0.00025094053125940263,1.500736198067898e-05,-1.8946607269754168e-06,0.0,19,0.0001774615520844236,8.908574091037735e-05,2.4411434424109757e-05,-3.5383814065426122e-06,0.0,32,0.0003294896232546307,0.00017001313608489,1.9709398202394368e-05,0.0,25.5
82,4101,0.0004921779036521912,0.00025011759134940803,1.4963354260544293e-05,-1.893477133307897e-06,0.0,19,0.0001524803665233776,8.827251440379769e-05,2.442674849589821e-05,-3.5225789360993076e-06,0.0,32,0.0003223291350877844,0.00016919505287660286,1.969505137822125e-05,0.0,25.5
83,4151,0.0004814526764675975,0.00024951828527264297,1.4915091924194712e-05,-1.8950969433717546e-06,0.0,19,0.0001691048382781446,8.669467933941633e-05,2.4440929337288253e-05,-3.507173005345976e-06,0.0,32,0.00032527875737287104,0.00016810648230602965,1.9678010630741483e-05,0.0,25.5
84,4201,0.0004795280983671546,0.00024880756973288953,1.486708515585633e-05,-1.8981791072292253e-06,0.0,19,0.00015162143972702324,8.501654519932345e-05,2.4453313017147593e-05,-3.492299811114208e-06,0.0,32,0.0003155747690470889,0.0001669120574661065,1.966019908650196e-05,0.0,25.5
85,4251,0.00046252133324742317,0.0002488539321348071,1.4821307559031993e-05,-1.9030401290365262e-06,0.0,19,0.00014436298806685954,8.405939297517762e-05,2.4465662136208266e-05,-3.4780573514581192e-06,0.0,32,0.00030344216065714136,0.00016645666255499236,1.964348484762013e-05,0.0,25.5
86,4301,0.0005009464803151786,0.00024790893075987697,1.4771626410947647e-05,-1.909879756567534e-06,0.0,19,0.0001390909164911136,8.324647205881774e-05,2.4478336854372174e-05,-3.464618885118398e-06,0.0,32,0.0003200186984031461,0.00016557770140934736,1.962498163265991e-05,0.0,25.5
87,4351,0.000489962927531451,0.00024760753149166703,1.4724151697009802e-05,-1.9176573005097453e-06,0.0,19,0.0001344616466667503,8.180960139725357e-05,2.4489945644745603e-05,-3.450706117291702e-06,0.0,32,0.00031221228709910065,0.0001647085664444603,1.9607048670877703e-05,0.0,25.5
88,4401,0.00045932549983263016,0.00024759184452705085,1.4679876585432794e-05,-1.9254573544458253e-06,0.0,19,0.00017377114272676408,8.071216871030629e-05,2.4500657673343085e-05,-3.4380550459900405e-06,0.0,32,0.0003165483212796971,0.00016415200661867857,1.959026712938794e-05,0.0,25.5
89,4451,0.00045871856855228543,0.00024707894772291183,1.4638120774179697e-05,-1.933706016643555e-06,0.0,19,0.0001396634615957737,7.894715963630006e-05,2.4511897208867595e-05,-3.4250788303324953e-06,0.0,32,0.00029919101507402956,0.00016301305367960595,1.9575008991523646e-05,0.0,25.5
90,4501,0.0004797239671461284,0.0002466430014465004,1.4596700566471554e-05,-1.9416434042796027e-06,0.0,19,0.00013371914974413812,7.976039341883734e-05,2.452291846566368e-05,-3.412654677958926e-06,0.0,32,0.00030672155844513327,0.00016320169743266888,1.9559809516067617e-05,0.0,25.5
91,4551,0.00048358069034293294,0.0002463763812556863,1.4556186215486377e-05,-1.948098997672787e-06,0.0,19,0.00013548960851039737,7.716231630183756e-05,2.4537741410313174e-05,-3.400590685487259e-06,0.0,31,0.00030953514942666516,0.00016176934877876192,1.9546963812899776e-05,0.0,25.0
92,4601,0.00044906005496159196,0.00024685129756107926,1.45143894769717e-05,-1.9535314095264766e-06,0.0,19,0.00014814850874245167,7.59357790229842e-05,2.455423236824572e-05,-3.39043140229478e-06,0.0,31,0.0002986042818520218,0.00016139353829203174,1.953431092260871e-05,0.0,25.0
93,4651,0.00045260536717250943,0.0002464352292008698,1.4471634131041355e-05,-1.9589110706874635e-06,0.0,19,0.00020493364718277007,7.516425830544904e-05,2.4566930733271874e-05,-3.3810404147516238e-06,0.0,31,0.00032876950717763975,0.00016079974375315942,1.9519282432156615e-05,0.0,25.0
94,4701,0.00045028747990727425,0.00024652251158840954,1.4429507245949935e-05,-1.962995838766801e-06,0.0,19,0.00013634131755679846,7.402148912660778e-05,2.457788104948122e-05,-3.371508682903368e-06,0.0,31,0.00029331439873203635,0.00016027200035750866,1.9503694147715578e-05,0.0,25.0
95,4751,0.00045388302532956004,0.00024613557616248727,1.4384640962816775e-05,-1.9673173028422752e-06,0.0,19,0.00013490446144714952,7.375754648819566e-05,2.4588014639448375e-05,-3.3615892789384816e-06,0.0,31,0.0002943937433883548,0.00015994656132534146,1.9486327801132575e-05,0.0,25.0
96,4801,0.000451946776593104,0.0002458537055645138,1.4341723726829514e-05,-1.972064410438179e-06,0.0,19,0.00013736319669988006,7.429409015458077e-05,2.459940151311457e-05,-3.351402028783923e-06,0.0,31,0.00029465498664649203,0.0001600738978595473,1.9470562619972043e-05,0.0,25.0
97,4851,0.00045085346209816635,0.00024603522615507245,1.4301729606813751e-05,-1.9764572698477423e-06,0.0,19,0.00013900281919632107,7.24120473023504e-05,2.4610872060293332e-05,-3.3406490729248617e-06,0.0,31,0.0002949281406472437,0.00015922363672871143,1.945630083355354e-05,0.0,25.0
98,4901,0.00045774487080052495,0.0002453538472764194,1.4261314390751068e-05,-1.980639126486494e-06,0.0,19,0.00013349407527130097,7.128704601200297e-05,2.4621149350423366e-05,-3.32960871674004e-06,0.0,31,0.00029561947303591296,0.0001583204466442112,1.9441231870587217e-05,0.0,25.0
99,4951,0.00045172369573265314,0.000245533708948642,1.4221403034753166e-05,-1.984424443435273e-06,0.0,19,0.0001381455804221332,7.004181679803878e-05,2.463061537127942e-05,-3.318164317533956e-06,0.0,31,0.0002949346380773932,0.0001577877628733404,1.9426009203016292e-05,0.0,25.0
100,5001,0.00044448638800531626,0.00024553644470870495,1.418013016518671e-05,-1.9881108528352343e-06,0.0,19,0.0001290793443331495,6.996198499109596e-05,2.463878263370134e-05,-3.306523012724938e-06,0.0,31,0.0002867828661692329,0.00015774921484990045,1.9409456399444025e-05,0.0,25.0
101,5051,0.0004425601800903678,0.00024542113533243537,1.4138862752588466e-05,-1.9915755729016382e-06,0.0,19,0.00020552265050355345,7.11562970536761e-05,2.4646627934998833e-05,-3.2949524211289827e-06,0.0,31,0.0003240414152969606,0.00015828871619305573,1.939274534379365e-05,0.0,25.0
102,5101,0.0004628270398825407,0.0002449012245051563,1.4098360225034412e-05,-1.9947824512200896e-06,0.0,19,0.00012879847781732678,6.909827789058909e-05,2.4653410946484655e-05,-3.283319529145956e-06,0.0,31,0.00029581275884993374,0.00015699975119787268,1.9375885585759534e-05,0.0,25.0
103,5151,0.00046179251512512565,0.00024476111866533756,1.4058024135010783e-05,-1.997776507778326e-06,0.0,19,0.00013881326594855636,6.852597289253026e-05,2.4659089831402525e-05,-3.2722755349823274e-06,0.0,31,0.000300302890536841,0.0001566435457789339,1.9358556983206654e-05,0.0,25.0
104,5201,0.00045673351269215345,0.0002449625462759286,1.401770714437589e-05,-2.0005709302495234e-06,0.0,19,0.00015068624634295702,6.806855526519939e-05,2.4662213036208414e-05,-3.2612833820166998e-06,0.0,31,0.00030370987951755524,0.000156515550770564,1.9339960090292152e-05,0.0,25.0
105,5251,0.0004556156927719712,0.0002449018065817654,1.3977168237033766e-05,-2.0032073280162876e-06,0.0,19,0.00013255488011054695,6.719407974742353e-05,2.4665067030582577e-05,-3.2510897653992288e-06,0.0,31,0.0002940852864412591,0.00015604794316459447,1.932111763380817e-05,0.0,25.0
106,5301,0.00046768918400630355,0.0002550095960032195,1.3936699360783678e-05,-2.0056465928064426e-06,0.0,18,0.0001347173092653975,8.53190867928788e-05,2.466523801558651e-05,-3.241389322283794e-06,0.0,30,0.0003012032466358505,0.00017016434139804915,1.9300968688185094e-05,0.0,24.0
107,5351,0.00046132050920277834,0.0002487397869117558,1.3893108189222403e-05,-1.990198597923154e-06,0.0,18,0.00012790648906957358,6.546601071022451e-05,2.4644456061651e-05,-3.2321086109732278e-06,0.0,30,0.00029461349913617596,0.00015710289881099015,1.92687821254367e-05,0.0,24.0
108,5401,0.00047566439025104046,0.00024759661755524576,1.3870000657334458e-05,-1.9681665435200557e-06,0.0,18,0.00012768867600243539,6.480699812527746e-05,2.4633040084154345e-05,-3.2239333904726664e-06,0.0,30,0.0003016765331267379,0.0001562018078402616,1.92515203707444e-05,0.0,24.0
109,5451,0.0004745883052237332,0.00024587978259660304,1.3817731087328866e-05,-1.9358808458491694e-06,0.0,17,0.00013241962005849928,6.443472375394776e-05,2.46248091571033e-05,-3.2150139759323793e-06,0.0,30,0.00030350396264111623,0.0001551572531752754,1.9221270122216083e-05,0.0,23.5
110,5501,0.0004711132205557078,0.0002454161294735968,1.376107320538722e-05,-1.9041533505514963e-06,0.0,17,0.00012738457007799298,6.330095493467525e-05,2.4617074814159423e-05,-3.2060756893770304e-06,0.0,30,0.0002992488953168504,0.00015435854220413603,1.918907400977332e-05,0.0,23.5
111,5551,0.0004869432304985821,0.00024756661150604486,1.3751114238402806e-05,-1.872430402727332e-06,0.0,16,0.000128106155898422,6.264488183660433e-05,2.4612367269583046e-05,-3.1974036573956255e-06,0.0,30,0.00030752469319850206,0.0001551057466713246,1.9181740753992926e-05,0.0,23.0
112,5601,0.00048277663881890476,0.0002461519616190344,1.3730365026276559e-05,-1.850008175097173e-06,0.0,16,0.00013136710913386196,6.235691398615018e-05,2.460834730300121e-05,-3.188628170391894e-06,0.0,30,0.00030707187397638336,0.0001542544378025923,1.9169356164638884e-05,0.0,23.0
113,5651,0.0005062764976173639,0.00024525541812181473,1.3699941519007552e-05,-1.8291855212737573e-06,0.0,16,0.00013424940698314458,6.195949390530586e-05,2.4607112209196202e-05,-3.179339955750038e-06,0.0,30,0.00032026295230025426,0.0001536074560135603,1.9153526864101877e-05,0.0,23.0
114,5701,0.0004872900026384741,0.0002448103914503008,1.3668629435414914e-05,-1.8083529766954598e-06,0.0,16,0.00013160612434148788,6.133543502073735e-05,2.4604614736745134e-05,-3.170315039824345e-06,0.0,30,0.000309448063489981,0.00015307291323551908,1.9136622086080024e-05,0.0,23.0
115,5751,0.0004911607829853892,0.000244144001044333,1.3636983567266725e-05,-1.7869543853521463e-06,0.0,16,0.00013982201926410198,6.086065332056023e-05,2.4600225515314378e-05,-3.161448375976761e-06,0.0,30,0.0003154914011247456,0.0001525023271824466,1.911860454129055e-05,0.0,23.0
116,5801,0.0004868741671089083,0.0002442281984258443,1.3606590073322877e-05,-1.7646020751271863e-06,0.0,16,0.00014403385284822434,5.9914065786870196e-05,2.4594028218416497e-05,-3.1526371913059847e-06,0.0,30,0.0003154540099785663,0.00015207113210635725,1.9100309145869687e-05,0.0,23.0
117,5851,0.00047820236068218946,0.00024393966305069625,1.358147073915461e-05,-1.7408532357876538e-06,0.0,16,0.0001264706370420754,5.902968405280262e-05,2.458641210978385e-05,-3.143842604913516e-06,0.0,30,0.00030233649886213243,0.00015148467355174944,1.908394142446923e-05,0.0,23.0
118,5901,0.0004948214627802372,0.00024371354083996266,1.3557131751440465e-05,-1.71599822351709e-06,0.0,16,0.0001317912247031927,5.8719870139611885e-05,2.4576722353231162e-05,-3.1353888516605366e-06,0.0,30,0.00031330634374171495,0.00015121670548978727,1.9066927052335814e-05,0.0,23.0
119,5951,0.0004868485848419368,0.00024340904201380908,1.3531113836506847e-05,-1.6907725921555539e-06,0.0,16,0.0001334557746304199,5.822934690513648e-05,2.4568771550548263e-05,-3.1268953080143547e-06,0.0,30,0.00031015217973617837,0.00015081919445947278,1.9049942693527555e-05,0.0,23.0
120,6001,0.000492117484100163,0.00024300598306581378,1.3508245501725469e-05,-1.6653477814543294e-06,0.0,16,0.0001358035224257037,0.0002932205970864743,2.4559427401982248e-05,-3.118832864856813e-06,0.0,29,0.00031396050326293334,0.00026811329007614404,1.903383645185386e-05,0.0,22.5
121,6051,0.00048763214726932347,0.00024292178568430245,1.3487696378433611e-05,-1.6395284774262109e-06,0.0,16,0.00011757601168937981,7.600204844493419e-05,2.454754212521948e-05,-3.096804448432522e-06,0.0,29,0.00030260407947935164,0.00015946191706461832,1.9017619251826545e-05,0.0,22.5
122,6101,0.00048034946667030454,0.00024216485326178372,1.3465629308484495e-05,-1.6133350300151506e-06,0.0,16,0.00012566486839205027,7.110122533049434e-05,2.455749927321449e-05,-3.080059514104505e-06,0.0,29,0.0003030071675311774,0.00015663303929613903,1.9011564290849492e-05,0.0,22.5
123,6151,0.00047516959602944553,0.00024235909222625196,1.3444780961435754e-05,-1.5870958804953261e-06,0.0,16,0.00013326563930604607,6.697874050587416e-05,2.4563094484619796e-05,-3.0627149953943444e-06,0.0,29,0.0003042176176677458,0.00015466891636606306,1.9003937723027775e-05,0.0,22.5
124,6201,0.000473122694529593,0.00024170559481717646,1.3421297808235977e-05,-1.561633780511329e-06,0.0,16,0.00012171972775831819,6.455956463469192e-05,2.4563889382989146e-05,-3.0447379231191007e-06,0.0,29,0.0002974212111439556,0.0001531325797259342,1.899259359561256e-05,0.0,22.5
125,6251,0.0004629691247828305,0.00024121053866110742,1.3398144801612943e-05,-1.536729428153194e-06,0.0,16,0.00013042705541010946,6.1678649217356e-05,2.4561359168728814e-05,-3.0262942800618475e-06,0.0,29,0.00029669809009646997,0.0001514445939392317,1.897975198517088e-05,0.0,22.5
126,6301,0.0004863137728534639,0.0002412245376035571,1.3376544302445836e-05,-1.5124643368835677e-06,0.0,16,0.0001247636682819575,5.953396612312645e-05,2.455525827826932e-05,-3.007729446835583e-06,0.0,29,0.0003055387205677107,0.00015037925186334178,1.896590129035758e-05,0.0,22.5
127,6351,0.00048731587594375014,0.00024086463963612914,1.3354583643376827e-05,-1.4892643775965553e-06,0.0,16,0.0001253918162547052,5.752596553065814e-05,2.4545892301830463e-05,-2.9899131277488777e-06,0.0,29,0.00030635384609922767,0.00014919530258339364,1.8950237972603645e-05,0.0,22.5
128,6401,0.0004883541841991246,0.000240737761487253,1.3332074559002649e-05,-1.4670879409095505e-06,0.0,16,0.00012748055451083928,5.583676102105528e-05,2.4538487195968628e-05,-2.9723066745646065e-06,0.0,29,0.00030791736935498193,0.00014828726125415415,1.893528087748564e-05,0.0,22.5
129,6451,0.0004992051981389523,0.00024076127738226205,1.3309442692843731e-05,-1.446494707124657e-06,0.0,16,0.00012524260091595352,5.4833610192872584e-05,2.4532180759706534e-05,-2.9547275062213885e-06,0.0,29,0.0003122238995274529,0.00014779744378756732,1.8920811726275133e-05,0.0,22.5
130,6501,0.00048714078729972243,0.00024026495520956814,1.3284832675708458e-05,-1.4280891491580405e-06,0.0,16,0.00012856954708695412,5.308847175911069e-05,2.452289845678024e-05,-2.937181534434785e-06,0.0,29,0.0003078551671933383,0.00014667671348433942,1.890386556624435e-05,0.0,22.5
131,6551,0.00048113876255229115,0.00023997743846848607,1.326063102169428e-05,-1.411236667081539e-06,0.0,16,0.00012127139052608982,5.222322215558961e-05,2.451392174407374e-05,-2.9195800834713737e-06,0.0,29,0.0003012050765391905,0.00014610033031203784,1.888727638288401e-05,0.0,22.5
132,6601,0.0004876420716755092,0.00023926289577502757,1.3235765436547808e-05,-1.393971956531459e-06,0.0,16,0.0001628734462428838,5.16723157488741e-05,2.450463034620043e-05,-2.90196726382419e-06,0.0,29,0.0003252577589591965,0.00014546760576195084,1.887019789137412e-05,0.0,22.5
133,6651,0.0004741560260299593,0.00023935711942613125,1.3211266377766151e-05,-1.3804125273964019e-06,0.0,16,0.00012381115811876953,5.0130485760746524e-05,2.449359089951031e-05,-2.883834667954943e-06,0.0,29,0.0002989835920743644,0.00014474380259343889,1.885242863863823e-05,0.0,22.5
134,6701,0.0004821678448934108,0.00023906264686957002,1.3183937880967278e-05,-1.3691380900127115e-06,0.0,16,0.000129053441924043,4.8520563723286614e-05,2.4481219952576794e-05,-2.864950829462032e-06,0.0,29,0.0003056106434087269,0.00014379160529642832,1.8832578916772036e-05,0.0,22.5
135,6751,0.0004880909691564739,0.00023850452271290123,1.3159388799977023e-05,-1.3563729908128153e-06,0.0,16,0.00013536770711652935,4.799093585461378e-05,2.446755752316676e-05,-2.8452902824938064e-06,0.0,29,0.0003117293381365016,0.0001432477292837575,1.8813473161571892e-05,0.0,22.5
136,6801,0.0005420696688815951,0.00023825715470593423,1.3133420907252003e-05,-1.3460100944939768e-06,0.0,16,0.00014783540973439813,4.815275315195322e-05,2.4453513105981983e-05,-2.8245342491572956e-06,0.0,29,0.00034495253930799663,0.00014320495392894372,1.8793467006616993e-05,0.0,22.5
137,6851,0.0004837161104660481,0.00023735046852380037,1.3105254765832797e-05,-1.3368795634960406e-06,0.0,16,0.00014221525634638965,4.658534089685418e-05,2.4438550099148415e-05,-2.803262304951204e-06,0.0,29,0.0003129656834062189,0.00014196790471032728,1.8771902432490606e-05,0.0,22.5
138,6901,0.00048546926700510085,0.00023768717073835433,1.307633374381112e-05,-1.3283568023325643e-06,0.0,16,0.00013334436516743153,4.620682739187032e-05,2.442239929223433e-05,-2.7815667635877617e-06,0.0,29,0.0003094068160862662,0.00014194699906511232,1.8749366518022725e-05,0.0,22.5
139,6951,0.0004774977860506624,0.0002372174058109522,1.3049520930508152e-05,-1.3198867918617907e-06,0.0,16,0.0001292408851440996,4.5284858060767874e-05,2.440483331156429e-05,-2.75976640295994e-06,0.0,29,0.000303369335597381,0.00014125113193586003,1.872717712103622e-05,0.0,22.5
140,7000,0.00046992689021863043,0.0002366953413002193,1.3022606253798585e-05,-1.312433710154437e-06,0.0,16,0.00012719584628939629,4.420639015734196e-05,2.4386665245401673e-05,-2.738360763032688e-06,0.0,29,0.00029856136825401336,0.00014045086572878063,1.870463574960013e-05,0.0,22.5
